experiment_name,model,train_dataset,test_dataset,test_split,train_generators,test_generators,num_real,num_fake,threshold,accuracy,balanced_accuracy,precision,fake_recall,real_recall,binary_f1,macro_f1,auprc,confusion_matrix,recall,f1,auroc
pilot_clip_penultimate_genimage_unseen_seed42_v2,clip_mlp,GenImage,GenImage,outputs/splits/genimage_splitB_available_test_unseen.csv,"Stable Diffusion V1.5,ADM,BigGAN","GLIDE,Midjourney,VQDM,Wukong",2000,2000,0.5,0.93625,0.93625,0.9693383539537386,0.901,0.9715,0.933920704845815,0.9361706880906207,0.9872634407248244,"[[1943, 57], [198, 1802]]",0.901,0.933920704845815,0.9880475000000001
