experiment_name,scope,num_samples,num_real,num_fake,accuracy,balanced_accuracy,precision,recall,f1,auroc,label_b,generator,mean_fake_probability,false_negatives,false_negative_rate
defactify_external_available_clip_mlp,official_full,15000,7500,7500,0.6625333333333333,0.6625333333333333,0.6070425008781173,0.9217333333333333,0.731999152901313,0.8010373155555557,1,Stable Diffusion 2.1,0.8984934862380187,587,0.07826666666666666
defactify_external_available_clip_mlp,official_full,15000,7500,7500,0.6534,0.6534,0.6022575771042574,0.9034666666666666,0.7227347874780011,0.7795869066666666,2,Stable Diffusion XL,0.8792818297849114,724,0.09653333333333333
defactify_external_available_clip_mlp,official_full,15000,7500,7500,0.6496666666666666,0.6496666666666666,0.6002679767753462,0.896,0.7189087991441562,0.7697067733333334,3,Stable Diffusion 3,0.8707132254909733,780,0.104
defactify_external_available_clip_mlp,official_full,15000,7500,7500,0.6855333333333333,0.6855333333333333,0.618597119236342,0.9677333333333333,0.7547444496438414,0.8711610933333335,4,DALL-E 3,0.9496027672939003,242,0.032266666666666666
defactify_external_available_clip_mlp,official_full,15000,7500,7500,0.6672,0.6672,0.6094431838017106,0.9310666666666667,0.7366810845025846,0.8179672888888889,5,Midjourney 6,0.9088851651210649,517,0.06893333333333333
