experiment_name,scope,num_samples,num_real,num_fake,accuracy,balanced_accuracy,precision,recall,f1,auroc
defactify_external_available_clip_mlp,balanced_from_full_predictions,15000,7500,7500,0.6624,0.6624,0.6069734761988407,0.9214666666666667,0.7318648734512337,0.8075104355555555
