experiment_name,model,train_dataset,test_dataset,test_split,train_generators,test_generators,num_real,num_fake,accuracy,precision,recall,f1,auroc
genimage_splitB_available_resnet50,resnet,GenImage,GenImage,outputs/splits/genimage_splitB_available_test_unseen.csv,,"GLIDE,Midjourney,VQDM,Wukong",2000,2000,0.905,0.9832935560859188,0.824,0.8966267682263329,0.9782785
