experiment_name,model,train_dataset,test_dataset,test_split,train_generators,test_generators,num_real,num_fake,threshold,accuracy,balanced_accuracy,precision,fake_recall,real_recall,binary_f1,macro_f1,auprc,confusion_matrix,recall,f1,auroc
pilot_dual_level_clip_genimage_unseen_seed42_v2,clip_fusion,GenImage,GenImage,outputs/splits/genimage_splitB_available_test_unseen.csv,"Stable Diffusion V1.5,ADM,BigGAN","GLIDE,Midjourney,VQDM,Wukong",2000,2000,0.5,0.9355,0.9355,0.971830985915493,0.897,0.974,0.9329173166926678,0.935404252953941,0.9852834341612963,"[[1948, 52], [206, 1794]]",0.897,0.9329173166926678,0.9868732499999999
