experiment_name,model,train_dataset,test_dataset,test_split,train_generators,test_generators,num_real,num_fake,accuracy,precision,recall,f1,auroc
wildfake_subset_external_available_resnet50,resnet,WildFake_subset_CelebAHQ_DDIM,WildFake_subset_CelebAHQ_DDIM,outputs/splits/wildfake_subset_baseline_test.csv,,"DDIM,real",2000,2000,0.47125,0.4851994851994852,0.9425,0.6406117247238743,0.25499249999999996
