experiment_name,model,train_dataset,test_dataset,test_split,train_generators,test_generators,num_real,num_fake,threshold,accuracy,balanced_accuracy,precision,fake_recall,real_recall,binary_f1,macro_f1,auprc,confusion_matrix,recall,f1,auroc
pilot_clip_linear_genimage_unseen_seed42_v2,clip_linear,GenImage,GenImage,outputs/splits/genimage_splitB_available_test_unseen.csv,"Stable Diffusion V1.5,ADM,BigGAN","GLIDE,Midjourney,VQDM,Wukong",2000,2000,0.5,0.8495,0.8495,0.8940248027057497,0.793,0.906,0.8404875463698993,0.8490180277992421,0.9346916379060819,"[[1812, 188], [414, 1586]]",0.793,0.8404875463698993,0.9357331249999999
