experiment_name,model,train_dataset,test_dataset,test_split,train_generators,test_generators,num_real,num_fake,accuracy,precision,recall,f1,auroc
debug_resnet18,resnet,CIFAKE,CIFAKE,outputs/splits/cifake_full_test.csv,,unknown,200,200,0.5925,0.5598705501618123,0.865,0.6797642436149313,0.6646750000000001
