experiment_name,model,test_set,transform,clean_auroc,processed_auroc,robustness_drop,accuracy,balanced_accuracy,precision,recall,f1
defactify_balanced_resnet50_robustness,resnet50,outputs/splits/defactify_balanced_test.csv,clean,0.6442124533333333,0.6442124533333333,0.0,0.5772,0.5771999999999999,0.5684235405341527,0.6413333333333333,0.6026813682495927
defactify_balanced_resnet50_robustness,resnet50,outputs/splits/defactify_balanced_test.csv,jpeg,0.6442124533333333,0.6362766133333333,0.007935840000000027,0.5835333333333333,0.5835333333333333,0.5797784286260028,0.6070666666666666,0.5931088386634534
defactify_balanced_resnet50_robustness,resnet50,outputs/splits/defactify_balanced_test.csv,resize,0.6442124533333333,0.5040154133333333,0.14019704,0.42493333333333333,0.42493333333333333,0.45090687129403556,0.6894666666666667,0.5452340784479123
defactify_balanced_resnet50_robustness,resnet50,outputs/splits/defactify_balanced_test.csv,blur,0.6442124533333333,0.5255830311111112,0.11862942222222217,0.4396,0.4396,0.46227514990006663,0.7401333333333333,0.5690998564691409
